no,musisi,judul_lagu,lirik_lagu,label_emosi
117,Hindia,Belum Tidur,"Sibuk mencerna riuh bukan di telinga ku sehat raga
Kau yang tahu tenggat diri sendiri
Lantas berisik di kepala","Sedih, Marah"
118,Hindia,Belum Tidur,"Kau yang tahu racun diri sendiri (datangnya dari mana)
Dunia berhenti pukul tiga pagi (datangnya dari mana)
Datangnya dari mana","Sedih, Takut"
119,Hindia,Belum Tidur,"Menghentikan waktu di kamar ini
Canggih tubuh kan mampu sembuhkan lukanya sendi
Kau yang tahu tenggat diri sendiri
Canggih tubuh kan mampu sembuhkan lukanya sendiri
Kau yang tahu racun diri sendiri",Sedih
120,Hindia,Dehidrasi,"Lihatlah kebunku
Penuh dengan ratusan pesan whatsapp menggebu
Selalu pura pura lupa
Membalas yang meminta","Sedih, Marah"
121,Hindia,Dehidrasi,"Berkarya cuma-cuma nihil m-BCA
Memaksa wawancara dengan pertanyaan yang Itu-itu saja
Dengan yang dulu yakin bahwa ku takkan bisa
Sekarang menyapa seakan sahabat lama
Yang membuat resah oh air yang keruh
Siram jauh tak usah kau sentuh","Marah, Sedih"
122,Hindia,Dehidrasi,"Lepaskan dirimu bersihkan tubuhmu
Dari racun yang mengalir di dalam darahmu
Lepaskan dirimu bersihkan lingkupmu
Dari racun yang bersuara tentang hidupmu",Marah
123,Hindia,Dehidrasi,"Oh hati-hati dalam memilih racunmu
Oh hati-hati dengan hati yang berduri
Oh dehidrasi mata air yang semu
Oh dehidrasi memaksa tanpa mengerti","Marah, Takut"
124,Hindia,Dehidrasi,"Ku diminta bercerita
Ku meninggi sekarang berbeda
Katamu yang ramah katanya
Katamu yang dulu tak pernah ada","Marah, Sedih"
125,Hindia,Apapun Yang Terjadi,"Alarm jam delapan pagi
Karna jam sepuluh kau isi absensi
Kau bangunkan aku stiap hari
Rute yang sama ulangi lagi
Makan malam bersama di Gancy
Hanya bersama di lima hari","Cinta, Senang"
126,Hindia,Apapun Yang Terjadi,"Sering berpisah di akhir pekan
Kau dengan teman-teman
Aku bermain peran
Mulai mempertanyakan
Siapa yang salah benar","Sedih, Marah"
127,Hindia,Apapun Yang Terjadi,"Dulu bersama berburu properti
Dulu antar jemput sekarang pulang sendiri
Di kehidupan kita singgah dan pergi
Apa pun yang terjadi kita abadi","Sedih, Cinta"
128,Hindia,Apapun Yang Terjadi,"Taman yang luas seekor corgi
Kita beri nama Gimli
Kuantar jemput anak setiap pagi
Di kehidupan yang lain","Cinta, Senang"
129,Hindia,Apapun Yang Terjadi,"Ukuran sepatumu pantangan dan dietmu
Masih berguna di masa lalu
Ukuran sepatumu pantangan dan dietmu
Masih berguna di masa lalu","Sedih, Cinta"
130,Hindia,Apapun Yang Terjadi,"Di masa lalu di dalam buku
Dalam sejarah kita masih indah
Walau parau perih di lagu yang lain
Di melodi ini bersyukur pernah terjadi","Sedih, Cinta, Senang"
131,Hindia,Besok Mungkin Kita Sampai,"Luka silet di pipi
Sakitnya setengah mati
Kubawa bekasnya sampai mati
Setidaknya ku tak takut darah lagi","Sedih, Takut"
132,Hindia,Besok Mungkin Kita Sampai,"Mengikuti sepak bola
Dan transfer pemain di berita
Tapi masuk klub fotografi
Karena kaki tak hebat menari",Sedih
133,Hindia,Besok Mungkin Kita Sampai,"Enggan masuk SMA
Hingga malam di Brawijaya
Menunggu pembebasan
Mereka tak paham yang kita wariskan","Sedih, Marah"
134,Hindia,Besok Mungkin Kita Sampai,"Stella bertemu pasangannya
Adrian ke Australia
Kawan-kawan pergi S2
Namun tujuanku belum tiba",Sedih
135,Hindia,Besok Mungkin Kita Sampai,"Tak ada yang tahu
Kapan kau mencapai tuju
Dan percayalah bukan urusanmu untuk menjawab itu
Bersender pada waktu","Sedih, Takut"
136,Hindia,Besok Mungkin Kita Sampai,"Kuatkanlah dirimu
Atas pertanyaan yang memburu
Tentang masa depan pernikahan pendidikan pekerjaan keimanan","Sedih, Takut"
137,Hindia,Besok Mungkin Kita Sampai,"Selalu minta bertemu lagi
Namun hanya bersua di reuni
Nama-nama yang datang dan pergi
Kadang bagai maling di malam hari
Jangan takut melihat yang ambil cuti
Kapan-kapan semoga kau berani
Hidup bukan saling mendahului
Bermimpilah sendiri-sendiri","Sedih, Cinta"
138,Hindia,Besok Mungkin Kita Sampai,"Tak ada yang tahu
Kapan kau mencapai tuju
Dan percayalah bukan urusanmu untuk menjawab itu
Katakan pada dirimu
Besok mungkin kita sampai
Besok mungkin tercapai","Sedih, Senang"
139,Hindia,Setengah Tahun Ini,"Setengah tahun ini kita bertahan
Belajar bermaafan tanpa pertemuan
Setengah tahun ini memanggil Tuhan
Saat bisnis jeblok hilang penghasilan","Sedih, Takut"
140,Hindia,Setengah Tahun Ini,"Siapa sekarang yang tak tahu Wuhan
Siapa yang suka colongan berdekat-dekatan
Siapa yang mencibir video imagine
Yang dengar rock metal dan masih gak maafin","Marah, Sedih"
141,Hindia,Setengah Tahun Ini,"Sebagian kita dirundung murka
Panas melihat istana yang tidak transparan
Sebagian kita dirundung murka
Karena Omnibus McD Sarinah staf khusus",Marah
142,Hindia,Setengah Tahun Ini,"Dan semua hati diwabah duka
Bunga untuk para korban dan yang garda depan
Dan semua hati dirundung duka
Bung Glenn dan cinta dalamnya yang semua rasa",Sedih
143,Hindia,Setengah Tahun Ini,"Siapa yang sangka siapa yang sangka
Enam bulan sekarang terasa selamanya
Siapa yang sangka siapa yang sangka
Kita ada di sini oh absurd rasanya
Absurd rasanya","Sedih, Takut"
144,Hindia,Setengah Tahun Ini,"Setengah tahun ini kuminta izin
Kurangi buka ponsel bahaya batin
Bersalah besar ke keluarga besar
Harus ikut stres karena ku mulut besar","Sedih, Marah"
145,Hindia,Setengah Tahun Ini,"Banyak omong tapi dari keluarga menengah
Banyak gonggong tapi anjing datang ku jengah
Banyak berkah banyak celah hidup mudah
Banyak tulah lahap menjilat ludah
I'm on the run again no one will find me
Put down the razor now do you want to end me
Kembali ke tanah tumbuh cemara lagi
Seenaknya beban tuk yang ditinggal mati","Marah, Sedih"
146,Hindia,Setengah Tahun Ini,"Beban tuk yang ditinggal mati
Kita bersama kali ini
Lewati setengah tahun lagi
Kita bersama kali ini
Jangan kau pamit lebih pagi
Kita bersama kali ini
Lewati setengah tahun lagi
Ku masih ingin melihatmu esok hari","Sedih, Cinta"
147,Hindia,Setengah Tahun Ini,"Aku hanya butuh ketenangan
Semua yang sirna kan nanti terganti
Ku masih ingin melihatku esok hari
Menarilah dengan
Bayangan sendiri","Sedih, Senang"
148,Hindia,Hari Yang Baik Untuk Berbohong,"Beranjak dari kasur
Buru-buru mandi
Buka lemari baju
Mana saja hari ini",Sedih
149,Hindia,Hari Yang Baik Untuk Berbohong,"Bergegas beranjak pergi
Jangan terlambat lagi
Ini bukan di pagi hari
Sudah pukul dua siang",Sedih
150,Hindia,Hari Yang Baik Untuk Berbohong,"Entah mengapa malam tadi
Kesurupan atau alkohol
Pikiran atau hal tolol
Air mata lancar jalan tol",Sedih
151,Hindia,Hari Yang Baik Untuk Berbohong,"Tapi ada dua rapat sore in
Penonton menunggu dari pagi
Ajakan makan malam sudah janji
Tak mau ku rusak momen nya lagi","Sedih, Senang"
152,Hindia,Hari Yang Baik Untuk Berbohong,"Hari yang baik untuk berbohong
Hari yang baik untuk tertawa
Hari yang baik tuk bahagia
Hari yang baik tuk cari uang","Senang, Sedih"
153,Hindia,Hari Yang Baik Untuk Berbohong,"Rambut ku terlalu panjang
Berantakan menutup mata ku
Yang katanya terlalu lelah
Kita mahir-mahir menutup celah",Sedih
154,Hindia,Hari Yang Baik Untuk Berbohong,"Boleh kah tato kelihatan
Jangan buat tanda salib di kerumunan
Iklan-iklan yang dipaksakan
Katanya ku kurang senyum harus lebih fun","Marah, Sedih"
155,Hindia,Aku Rasa Kita Selamanya,"Aku rasa kita selamanya
Kita abadi menyala bersama
Peganganku saat tak ada yang nyata
Andalanku kawan kau slalu ada","Cinta, Senang"
156,Hindia,Aku Rasa Kita Selamanya,"Ingatkah saat kita bermalam habis
Atau saat ku linglung digantung habis
Saat kita bersama melihat matahari terbit di awal hari
Dari puncak tertinggi","Senang, Cinta"
157,Hindia,Aku Rasa Kita Selamanya,"Memoriku semua trisi penuh
Kau di situ slalu tak pernah jenuh
Maafkan aku jika sering mengeluh
Ku mau kau trus di sini
Temani aku lagi skarang dan sampai nanti","Cinta, Sedih"
158,Hindia,Aku Rasa Kita Selamanya,"Aku rasa kita selamanya
Kita abadi menyala bersama
Peganganku saat tak ada yang nyata
Andalanku kawan kau slalu ada","Cinta, Senang"
159,Hindia,Aku Rasa Kita Selamanya,"Ingatkah saat kita terjebak total
Seakan cuaca simpan dendam fatal
Juga segala crita dan persoalan tiap bulan dan tanggal
Tanpamu akan janggal","Cinta, Senang"
160,Hindia,Aku Rasa Kita Selamanya,"Skarang dan sampai nanti
Skarang dan sampai nanti
Skarang dan sampai nanti",Cinta
161,Hindia,Janji Palsu,"Sukses hanya dipinjamkan dan mungkin aku penyewa yang lihai
Hidup dalam angan-angan di dalam kepala sibuk bertikai
Cinta dan hal banal lain disobek bagaikan kain
Dijual sesuai berat dipakai untuk bermain
Semua tak terkecuali hingga nihil direduksi
Jadi produk nan terkini sekecil serbuk gergaji","Sedih, Marah"
162,Hindia,Janji Palsu,"Kata-kata kosong yang kerap kujual
Kali ini menuntut tumbal","Sedih, Marah"
163,Hindia,Janji Palsu,"Per hari ini kita semua mati rasa
Atas berbagai lirik berisi semesta
Yang berkata semua indah pada waktunya
Kau tahu hidup ini tak ada artinya","Sedih, Marah"
164,Hindia,Janji Palsu,"Dijual grosir oleh yang kanan dimaki habis di jaringan kiri
Dilepeh najis oleh yang mapan ditekan habis bak anak tiri","Marah, Sedih"
165,Hindia,Janji Palsu,"Batinku sebatas bahan
Guyon gelak tawa kalian
Imanku sebatas bahan
Makian peradaban bosan","Sedih, Marah"
166,Hindia,Janji Palsu,"Kurasa kau tak akan takut malam ini
Melihat namamu jadi target caci maki
Seringku berfantasi untuk bunuh diri
Agar kau merasa bersalah sampai mati","Sedih, Marah, Takut"
167,Hindia,Janji Palsu,"Kau tahu ku tak minta dilahirkan juga
Ku tahu semua uang ini tak berasa
Ku tahu karir ini tak ada artinya
Kesuksesanku dipinjamkan sementara
Janji palsu dunia","Sedih, Marah"
168,Hindia,Matahari Tenggelam,"Semua yang kau cela
Semua yang kau bela
Hak suara ku kan kau anggap responsif
Menahan diri dianggap lemah","Marah, Sedih"
169,Hindia,Matahari Tenggelam,"Semuanya tak nyata
Kau pun termakan juga
Batin lapar kau mudah digembala
Lihat sekarang engkau di mana","Marah, Sedih"
170,Hindia,Matahari Tenggelam,"Oh jelas hal ini memang tak ada
Karena kau tak pernah merasakannya
Aman duduk manis hanya tertawa
Gagah dirimu di balik kaca","Marah, Sedih"
171,Hindia,Matahari Tenggelam,"Hanya jika sampai ada karangan bunga
Aku akan berbela sungkawa
Dan apa kau dengar semalam di berita
Omong-omong ku kenal dia juga","Marah, Sedih"
172,Hindia,Matahari Tenggelam,"Ku doakan kita semua masuk neraka
Panjang umur
Matahari tenggelam (matahari tenggelam)
Selamat datang malam (selamat datang malam)
Panjang umur (turut berduka)
Panjang umur (turut berduka)","Marah, Sedih"
173,Hindia,Satu Hari Lagi,"Lima juta lagi untuk botol minum keras
Tiga juta kosmetik dalam game terus ku kuras
Hanya segelintir uang yang terus keluar deras
Ku sekarang bernafas tanpa tujuan jelas",Sedih
174,Hindia,Satu Hari Lagi,"Karena tak ada lagi yang kucari di sini
Mimpi menjadi besar tak menggiurkan lagi
Anganku hanya sampai sejauh tanah sendiri
Hanya ingin mengeluh tak bisa bijak lagi",Sedih
175,Hindia,Satu Hari Lagi,"Jujur aku sangat beruntung
Selalu hidup cukup tak bisa lagi ku bernyanyi seakan ku
Mengerti dirimu hidupmu lukamu sakitmu
Mulai sekarang coba kau tanggung itu sendiri
Kadang ku merasa terlalu malas untuk berkarya
Kurang pantas diriku bergelimang harta
Sekali saja ku bicarakan tentang mental mu kawan
Tak setiap hari ku bisa peduli itu (oh kawan)",Sedih
176,Hindia,Satu Hari Lagi,"Tinggalkan aku di sini
Ku hanya mampu menyambung hidup hari per hari
Biarkan aku di sini",Sedih
177,Hindia,Satu Hari Lagi,"Hanya bisa berpikir tuk satu hari lagi
Aku hanya ingin muntah sekali lagi
Ingin makan kenyang sekali lagi",Sedih
178,Hindia,Satu Hari Lagi,"Jangan anggap aku tulang punggungmu
Sekali ku berhenti tamat hidupmu
Jangan beri aku target dagangmu
Aku bukan komoditas milikmu","Marah, Sedih"
179,Hindia,Satu Hari Lagi,"Ingin menamatkan satu series lagi
Dan menangis keras sekali lagi",Sedih
180,Hindia,Ibel,"Aku duduk manis di kamar
Sirene berkejaran di luar
Siapa lagi yang tak beruntung hari ini
Masih muda atau kena komplikasi","Sedih, Takut"
181,Hindia,Ibel,"Aku duduk manis menulis
Lagu ini menunggu rilis
Sekolah dibuka lagi murid berbaris
Rasa bersalahku tak kunjung habis",Sedih
182,Hindia,Ibel,"Hidupku berlanjut
Dan malam ini teman-temanku tertawa
Termabuk di bar","Sedih, Senang"
183,Hindia,Ibel,"Atas semua kesalahan kami kurang cepat buka suara
Atas semua kesalahan kami tak disiplin menutup mulut
Aku minta maaf
Aku minta maaf","Sedih, Marah"
184,Hindia,Ibel,"Aku takut kau hilang ditelan waktu
Berharap kau bahagia di atas sana
Kau tata rambut semuanya di surga
Sekarang kau tata rambut semuanya di surga","Sedih, Takut, Cinta"
185,Hindia,Siapa Yang Akan Datang Ke Pemakamanmu Nanti?,"Kau duduk kaku di tepi tempat tidur
Terdengar isak tangis hati keluargamu hancur
Bergegas kau ikuti konvoi ke liang lahat
Berkumpul di tempat terakhir beristirahat","Sedih, Takut"
186,Hindia,Siapa Yang Akan Datang Ke Pemakamanmu Nanti?,"Tanah terbuka dan bumi menganga
Melihatnya kau sadar uang hanya sementara
Lihat petimu dibalut duka dan lara
Dan beberapa berharap kau masuk neraka","Sedih, Marah"
187,Hindia,Siapa Yang Akan Datang Ke Pemakamanmu Nanti?,"Siapa yang akan datang ke pemakamanmu nanti
Siapa yang dalam diam berharap kau tuk cepat mati","Sedih, Marah"
188,Hindia,Siapa Yang Akan Datang Ke Pemakamanmu Nanti?,"Tetangga dan teman mana yang terpukul
Pasti hadir lihat peti dan tawarkan memilkul
Akankah kucing komplek mu sedih kau telah tiada
Cukup baik kah kau ke yang tidak punya kuasa
Selesai kah semua ikatan mu di dunia
Apa kalimat terakhir mu untuk yang kau cinta",Sedih
189,Hindia,Siapa Yang Akan Datang Ke Pemakamanmu Nanti?,"Tanah terbuka dan bumi menganga
Melihatnya kau sadar hidup hanya sengsara
Lepas dari penjara fisik langit bergema
Sekarang namamu diuji kematian kedua
Oh hidup hanya sengsara",Sedih
190,Hindia,Selebrisik,"Aku adalah arsitek (no I'm just kidding that's Koil)
Aku tak peduli kalian better watch your back
Kalian bisa panggilku kaum intelek
Paling punya knowledge
Seleb rajin bersolek kuasai setiap aspek
Spec canggih high tech followers siap protect
Kuangkat derajatmu waktu engkau ku follback","Marah, Senang"
191,Hindia,Selebrisik,"Get it get it on
Kalian minum dari tong kosong
Walau suaraku fals kau tetap sing along
Selebriti jadi candu kau hisap pakai bong
Lalu kumabukkan kalian dengan statement bodong","Marah, Senang"
192,Hindia,Selebrisik,"Social media televisi
Arena bermainku untuk dapat komisi
Comment semua isu aku butuh validasi
Adiksi monetisasi lalu aku selebrasi","Marah, Senang"
193,Hindia,Selebrisik,"No matter how I do it you'll keep walking around
Trash talking but menina you're trying to hard
Cause I'll be saying to nem ai
Eu nao to nem ai (mas que porra mas que porra mas que porra)",Marah
194,Hindia,Selebrisik,"Se ele soubesse esse
Ele mesmo e um lixo assim
Muito trashy
Then I'll be saying to nem ai
Eu nao to nem ai",Marah
195,Hindia,Selebrisik,"Lebih baik tutup mulutmu
Karena ku sudah duluan menutup mulutku
Karena ilmu milikmu tidak pernah di situ
Pun aku mustahil selalu melek kau halu",Marah
196,Hindia,Selebrisik,"Kamu hanya target pasar
Produk jualan korporasi jemput antar
Modal cerita sedih bisa main kasar
Narasi kesehatan mental menggelegar","Marah, Sedih"
197,Hindia,Selebrisik,"Lebih baik tutup mulut 
Lebih baik tutup mulutmu 
Kututup mulutmu lebih baik",Marah
198,Hindia,"Kami Khawatir, Kawan","Kali ini ke mana lagi
Kau ajak tas ranselmu pergi
Kami khawatir kawan
Sumpah sudah berapa kali
Kau bilang tak mungkin kembali
Kami khawatir kawan","Sedih, Takut, Cinta"
199,Hindia,"Kami Khawatir, Kawan","Kau tahu kutahu
Betapa beracunnya benakmu
Bertahan melawan sumpah serapah di rumah
Kutahu kau tahu
Tak mudah membelah antah berantah
Berkali-kali kita ulangi","Sedih, Takut"
200,Hindia,"Kami Khawatir, Kawan","Kau menyerah sakit hati
Pasti lelah bertengkar lagi
Dengan ayahmu kawan
Percayalah dengar kami
Banyak yang rindu dan peduli
Kakakmu dan kawan-kawan","Sedih, Cinta"
201,Hindia,"Kami Khawatir, Kawan","Pasti ada waktunya nanti
Kau bayar semuanya sendiri
Tapi tak sekarang kawan
Dan jikalau jengah kami mengerti
Namun jangan enggan dicari
Hampiri kawan-kawan","Sedih, Cinta"
202,Hindia,"Kami Khawatir, Kawan","Ayo pulang kawan
Masuk dulu hujan
Ada waktunya nanti
Kau bisa menjauh pergi
Namun belum kawan
Masuk dulu hujan","Sedih, Cinta"
203,Hindia,"Kami Khawatir, Kawan","Ada caranya melepas diri
Waktu yang tepat untuk dirimu pergi
Namun tidak seperti ini
Namun jangan menghilang lagi kawan","Sedih, Takut"
204,Hindia,Iya... Sebentar,"Ayah pertanyakan keputusanku kontrak rumah
Seakan harga tanah semurah saat Ia belia
Bunda pertanyakan keputusanku tak menikah
Seakan biaya pendidikan semurah dahulu kala","Sedih, Marah"
205,Hindia,Iya... Sebentar,"Awan mempertanyakan minimku berolahraga
Sedikit lagi kiamat sehatku tidak berguna
Lalu kau pertanyakan apiku kini memudar
Iya sebentar ku perlu waktu untuk berbinar","Sedih, Marah"
206,Hindia,Iya... Sebentar,"Masih bisa kau haha-hihi di tengah pusara
Dunia sisa lara aku makan yang seadanya
Bulatkan hatiku sepenuhnya ikhlas berkarya
Masih saja iri diri dengan yang lebih ada","Sedih, Marah"
207,Hindia,Iya... Sebentar,"Iya sebentar beri aku waktu tuk mencerna
Nasib yang sial aku tak minta tuk dilahirkan
Aku mual perlahan semua menjadi banal
Aku menyerah melihat kotaku disfungsional","Sedih, Marah"
208,Hindia,Iya... Sebentar,"Iya sebentar beri aku waktu tuk berdiam
Dalam ketidakberdayaan melawan negara
Dalam ketidakberdayaan melawan dunia
Dalam ketidakberdayaanku melawan sukma","Sedih, Marah"
209,Hindia,Bunuh Idolamu,"Bunuh idolamu
Atau biarkan mereka hancurkan diri sendiri
Mau tak mau
Bertengkar mengejar hal yang hanya sekejap berarti","Marah, Sedih"
210,Hindia,Bunuh Idolamu,"Kau nilai dirimu
Hanya dari banyak pekerjaanmu
Kau nilai dirimu
Dari nama-nama yang kau kenal
Kalian berdua sama saja","Sedih, Marah"
211,Hindia,Bunuh Idolamu,"Oh sedikit banyak yang ku pikirkan
Tak pernah tega tuk ku ucapkan
Oh terlalu banyak ku sembunyikan
Karena kutahu jika ku menyanggah
Kau bilang aku egois dramatis oh
Aku yang salah","Sedih, Marah"
212,Hindia,Bunuh Idolamu,"Ku tak mau tahu
Pertikaian yang lahir karena kau belum usai dengan dirimu
Berpura tak tahu
Tapi kupegang rahasia kalian semua satu per satu (satu per satu)","Marah, Sedih"
213,Hindia,Bunuh Idolamu,"Ku tak mau tahu (tak mau tahu)
Setelah ini ku bernyanyi hal lain dan berlagak membisu
Sudah cukup sibuk
Menjaga hatiku di tengah dunia yang semakin berdebu","Sedih, Marah"
214,Hindia,Bunuh Idolamu,"Oh sedikit banyak yang ku pikirkan
Tak pernah tega tuk ku ucapkan
Oh terlalu banyak ku sembunyikan
Aku makamkan","Marah, Sedih"
215,Hindia,Bunuh Idolamu,"Jangan kau banyak bicara
Kau juga sama buruknya
Jari tengah untukmu kawan
Sana lanjut jual namaku",Marah
216,Hindia,Bunuh Idolamu,"Aku sudah lelah mengalah
Aku yang pertama dirugikan
Aku tak mengerti keadaan
Aku yang egois dramatis apatis","Marah, Sedih"
217,Hindia,Bunuh Idolamu,"Masih banyak yang kurasakan
Masih banyak hal yang kubenci
Bermodalkan kedua tangan
Kucekik kau di dalam mimpi",Marah
218,Hindia,Bunuh Idolamu,"Terkadang ku sebut namamu
Oh Tuhan selamatkan aku
Benci ini sungguh mengganggu
Berkaca bunuh idolaku","Marah, Sedih"
219,Hindia,Bunuh Idolamu,"Oh sedikit banyak yang ku pikirkan
Tak pernah tega tuk ku ucapkan
Oh terlalu banyak ku sembunyikan
Dalam doaku ku kunci diriku","Marah, Sedih"
220,Hindia,Forgot Password,"Ku yakin kau sama juga seperti aku benci butuh dunia maya
Segala hal baik ku doakan untukmu karena ku tahu rasanya
Buat salah di sana babak belur dicerca
Buat salah di sana sakiti yang kucinta","Marah, Sedih"
221,Hindia,Forgot Password,"Aku tahu kau juga melihat aku buang jiwa di sana
Terbawa apa pun yang terlihat bebas lupa bawa logika
Buat salah di sana kematian jadi doa
Buat salah di sana nilaiku hilang sempurna","Marah, Sedih"
222,Hindia,Forgot Password,"Dan semua pun sibuk menjebak terjebak
Menggonggong merintih mohon pertolongan dari
Diri sendiri
Dan aku sadari","Marah, Sedih"
223,Hindia,Forgot Password,"Semua berisik ku berteriak
Semua berisik ku pilih diam
Aku membenci sepenuh hati
Aku menjadi hal yang ku benci","Marah, Sedih"
224,Hindia,Perkara Tubuh,"Aku tak nyaman dengan tubuhku
Habiskan dua jam berganti baju
Aku tak nyaman dengan kepalaku
Habis seumur hidup ditopang dagu",Sedih
225,Hindia,Perkara Tubuh,"Aku tak nyaman dengan mataku
Tak terlihat hidup di bawah lampu
Aku tak nyaman dengan rambutku
Dengan tipe potongan apapun itu",Sedih
226,Hindia,Perkara Tubuh,"Aku tak nyaman dengan diriku
Serta semua dari lahir begitu
Aku tak nyaman dengan diriku
Banyak yang jelas salah dalam hatiku",Sedih
227,Hindia,Perkara Tubuh,"Aku tak nyaman dengan diriku
Hangus di dalam batin aku membiru
Aku tak nyaman dengan diriku
Hanya mulia dalam doa ibuku",Sedih
228,Hindia,Perkara Tubuh,"Aku tak nyaman dengan mulutku
Sulit diajak sopan saat berguru
Aku tak nyaman dengan perutku
Tahan nafas terus sampai membeku",Sedih
229,Hindia,Perkara Tubuh,"Aku tak nyaman dengan jariku
Menguning dengan jelas menghisap abu
Aku tak nyaman dengan pundakku
Dua nomor di atas ukuran baju",Sedih
230,Hindia,Perkara Tubuh,"Aku tak nyaman dengan batinku
Terlalu sering ingin menutup buku
Aku tak nyaman dengan batinku
Perlahan menghancurkan dalam diriku",Sedih
